TEAM,CONF,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,YEAR
Wagner,NEC,0.6666666666666666,100.6,102.1,.4561,47.6,46.8,19.6,20.7,36.9,27.5,32.6,44.3,46.4,45.6,33.6,32.7,65.7,-6.8,2016
George_Mason,A10,0.34375,102.2,104.0,.4499,45.1,48.4,18.6,10.2,33.5,22.8,34.4,30,45.7,46,29.2,35.3,67.7,-11.5,2016
East_Carolina,Amer,0.375,103.2,105.1,.4479,49,51.2,19.4,18.4,28.8,32.3,34.6,26.8,47.8,52.2,33.9,33.1,67.1,-10.5,2016
Indiana_St_,MVC,0.45161290322580644,98.1,100.1,.4431,44.7,47.2,18.6,17.8,27.3,25.8,41.5,43.9,44.7,46.5,29.9,32.4,70.3,-8.7,2016
North_Dakota,BSky,0.4666666666666667,100.3,102.4,.4427,50.6,51.2,18.1,19.6,23.8,25.9,39.3,38.6,48.7,51,36.7,34.4,71.5,-10.4,2016
Western_Michigan,MAC,0.36666666666666664,103.1,105.3,.4392,47.6,52,17.9,17.1,30.6,25.5,43.8,38.5,46.3,51,33.7,35.6,68.1,-12,2016
Auburn,SEC,0.3548387096774194,101.3,103.5,.4374,47.3,50.5,18.9,17.8,27.9,32.3,41,40.1,44.3,49.6,34,34.8,71.6,-8.2,2016
UCF,Amer,0.4,100.9,103.2,.4356,49.2,47.1,21.3,13.4,31.3,30.5,37.2,25.1,50.1,46.4,31.8,32.3,67.7,-9.9,2016
Texas_A_M_Corpus_Chris,Slnd,0.7419354838709677,101.8,104.4,.4298,49.2,48.9,17.7,22.5,30.9,33.2,37.7,44.5,48.2,46.6,34.1,35.2,68.4,-1.7,2016
Wofford,SC,0.43333333333333335,105.7,108.4,.4281,51.7,54,18,17.6,26.2,25.9,38.4,41.5,45.8,54.3,40.9,35.5,65.2,-10.3,2016
Mercer,SC,0.5,105.3,108.2,.4229,49.4,49.3,18.9,16.6,36.1,27.8,31.7,33.5,47.9,45.4,35.2,36.1,63.4,-10.3,2016
Cal_Poly,BW,0.2857142857142857,107.6,110.6,.4222,48,53.2,15.1,15.9,30.1,28.3,35.2,40.2,44.9,50,35.4,40,66.4,-11.9,2016
Washington_St_,P12,0.26666666666666666,102.1,105.1,.4181,50.7,49.9,19.7,14.7,23.9,29.6,31.1,37.5,50.3,48.2,34.6,35.9,68.8,-10.3,2016
Loyola_Marymount,WCC,0.43333333333333335,104.3,107.4,.4160,47.5,53.5,16.2,20.2,28.9,31.7,28.4,42.7,45.7,51.6,33.9,37.7,67.5,-8.8,2016
Fairfield,MAAC,0.5757575757575758,103.9,107.0,.4143,51.3,49.6,17.6,18.9,24.8,34.1,32.6,34.1,50,49.1,35.4,33.7,71.5,-6.9,2016
UTEP,CUSA,0.5625,103.8,107.0,.4141,52.4,49.5,17.1,19.2,24.5,31.7,40.9,36.6,51.3,48.3,36.5,34.2,71.6,-9.6,2016
Navy,Pat,0.5625,99.8,102.8,.4133,49.5,48.9,19.9,20.3,32.6,27.2,42.8,39.4,50.8,45.9,30.5,35.4,64.8,-9.8,2016
Tulane,Amer,0.38235294117647056,97.4,100.5,.4122,45.4,48.4,19.5,18.4,32.1,29.8,31.3,36.2,45.5,46.4,30.1,35.2,67.6,-10.9,2016
Furman,SC,0.5151515151515151,104.0,107.3,.4119,51.5,50.8,20.5,19.2,32.1,28.8,43.3,38,54.2,49.9,31.9,35,65,-9.9,2016
Eastern_Kentucky,OVC,0.4666666666666667,106.7,110.1,.4113,56,53.1,20.3,20.3,27,34.2,40.3,42.3,54.2,51.3,39.5,37.6,72.3,-10.4,2016
Texas_Southern,SWAC,0.5454545454545454,106.2,109.6,.4102,51.8,49.2,19.3,15.8,35.3,28.4,41.5,24.6,52.3,48.7,33.8,33.5,67.5,-7.6,2016
Minnesota,B10,0.25806451612903225,100.5,104.2,.3980,45.9,51.7,16.5,17.8,26.5,29.2,37.1,34.2,45.6,48.7,31,38.2,68.5,-12.7,2016
Georgia_Southern,SB,0.41379310344827586,104.9,109.0,.3910,47.5,51.8,16.2,20,29.7,34.5,37.7,44.5,45.6,52.5,33.3,33.8,68.6,-11.2,2016
Saint_Louis,A10,0.34375,97.3,101.2,.3890,47.7,50,19.5,18.5,20.7,27.9,37.8,39.3,46.9,50.5,32.8,32.8,68.7,-11.5,2016
San_Francisco,WCC,0.4827586206896552,106.4,110.7,.3887,50,51.7,17.8,16,33.4,30.2,39.1,35.8,48.5,47.8,35.1,38.6,70.2,-8.3,2016
Pacific,WCC,0.23076923076923078,100.9,105.0,.3884,49,50.1,19.8,16.5,28.5,29.6,38.4,49.3,49.3,47.2,32.2,36.6,66.7,-12.6,2016
NJIT,ASun,0.5588235294117647,101.7,105.9,.3871,51.8,51.3,18.2,19.2,26.8,31.1,33.7,35.7,51.1,50.6,35.1,34.9,69,-8.6,2016
Texas_St_,SB,0.4482758620689655,99.6,103.7,.3843,46.6,49.6,17.8,20.8,29.8,30.6,37.7,35.6,46,47.9,32.1,35.1,63.3,-10.9,2016
Tennessee_Tech,OVC,0.5862068965517241,107.5,112.1,.3817,52.4,50.6,17.8,16,27.6,31.9,44,32.8,51.3,48.5,35.9,36.4,69.2,-5.8,2016
IUPUI,Sum,0.3870967741935484,98.7,103.1,.3778,46.9,51.1,18.9,18.1,27.7,28.1,31.9,38.9,45.6,51.3,33.3,33.8,68.7,-10.8,2016
Idaho,BSky,0.59375,99.2,103.7,.3768,48.7,49.5,22.7,18.9,34.4,25.3,44.6,41.7,46.1,48.1,36.3,34.3,65.8,-7.4,2016
Dartmouth,Ivy,0.3333333333333333,99.9,104.4,.3763,47.5,52.7,20.8,20.9,32.8,29.7,38.2,42.3,45.9,52.7,34.3,35.1,67.3,-12.3,2016
Boston_College,ACC,0.21875,95.9,100.3,.3750,47.5,52.4,20,19.5,21.8,28.6,25.9,37,46.9,50,32.3,38.2,66.9,-12.2,2016
UNC_Greensboro,SC,0.3870967741935484,102.3,107.1,.3711,51.3,51.9,17.7,17.4,27.1,27.5,28,38.5,49.1,49,36.3,37.4,67.4,-12.6,2016
FIU,CUSA,0.36666666666666664,103.2,108.1,.3698,52,48.1,19.3,14.2,30.8,29.4,35.6,35.7,50.7,47.1,36.8,33.1,65.1,-14.5,2016
Charlotte,CUSA,0.42424242424242425,104.3,109.2,.3693,51,54.8,16.4,18.3,29.7,27.7,33.2,30.9,47.7,52.7,38.2,39.3,70.3,-12.5,2016
Missouri_St_,MVC,0.3870967741935484,100.9,105.8,.3680,46.1,51.5,18.6,17.6,28,28.1,39.3,34.1,45.3,49.1,32,37.2,68.9,-10.5,2016
Montana_St_,BSky,0.43333333333333335,107.4,112.6,.3674,50.8,53.9,17.3,16.9,33,27.5,30.7,46.3,47.2,53.4,37.2,36.5,68.4,-12.1,2016
St__John_s,BE,0.22580645161290322,97.2,101.9,.3672,45.4,51.1,20.9,20.1,27.5,30.9,38,43.3,44.1,49.1,32,36.6,72,-11.3,2016
UC_Riverside,BW,0.3870967741935484,100.5,105.4,.3671,48.9,49.1,19.7,17.2,28.4,28.1,36.8,38.3,47,47.6,34.5,34.8,67.1,-13.1,2016
Western_Carolina,SC,0.41935483870967744,100.2,105.1,.3665,48.8,51,20,20.8,30.4,32.7,38.2,45,48.3,49.6,33,35.6,69.1,-10.3,2016
Tennessee_Martin,OVC,0.5454545454545454,104.2,109.4,.3636,50.5,50.8,18.2,17,29.5,29.4,35.6,30,49.8,50.8,34.4,33.8,66.6,-8.9,2016
South_Dakota,Sum,0.4,105.7,111.0,.3631,51.7,54.2,16.4,19,25,30.2,30.1,40.9,50.5,50.9,36.4,39.8,70.6,-11.4,2016
Austin_Peay,OVC,0.47058823529411764,104.5,110.0,.3576,51.3,53.8,20.2,18.6,31.9,30,47,31.3,51,53.3,34.7,36.4,69.6,-11.1,2016
Boston_University,Pat,0.5454545454545454,102.7,108.3,.3527,52.2,50,19.6,17.1,26.5,28.1,37,33.9,51,50,36.1,33.3,69.7,-9.8,2016
New_Hampshire,AE,0.5806451612903226,99.8,105.3,.3497,46.7,50.2,16.8,15.1,29.5,21.7,36.6,34.5,45,48.6,33.2,35.3,67.2,-7.4,2016
Rider,MAAC,0.3939393939393939,98.9,104.4,.3491,48.3,47.8,19.2,18.2,28.6,29.4,35.4,32.4,48.9,45.7,31.5,34,64.4,-13.9,2016
Sam_Houston_St_,Slnd,0.5,102.5,108.2,.3485,49.3,51.9,16.9,18.7,28.8,23.7,36.6,44.8,48,50.9,34.1,35.6,66.9,-8.8,2016
Canisius,MAAC,0.42424242424242425,107.8,114.1,.3424,49,54.9,15.9,19.6,31,32.8,36.9,39,47.5,53.6,34.1,38,67.6,-13.5,2016
Santa_Clara,WCC,0.3333333333333333,101.9,108.1,.3385,47.9,50.8,16.9,16.7,24.4,30,33.8,36.8,45.2,50.4,34.8,34.4,65.6,-11.8,2016
La_Salle,A10,0.26666666666666666,100.2,106.2,.3365,47.7,53.3,18.8,19.1,24.9,34.3,30.9,34.9,45.4,51.1,33.6,38.1,66.1,-12.5,2016
Saint_Peter_s,MAAC,0.4666666666666667,96.2,102.1,.3363,47.7,47.8,19.5,17.7,30.4,26.3,35.1,31.7,47,45.7,32.7,34.1,64.7,-10.5,2016
UC_Davis,BW,0.32142857142857145,94.0,99.9,.3336,47.9,48.3,20.7,19.7,25,28.4,33.6,31.8,45.5,48.7,35.9,31.7,66,-12.7,2016
Army,Pat,0.5625,99.8,106.0,.3332,49.7,49.4,18.5,16.4,31,26.8,31.7,32,49.3,48.2,33.4,34.9,72.4,-9.2,2016
Gardner_Webb,BSth,0.4666666666666667,101.2,107.6,.3317,47.7,51.4,18.6,18.8,31.6,29.3,34.9,39.7,46,51.1,33.5,34.7,69.2,-10.2,2016
South_Florida,Amer,0.24242424242424243,98.4,104.9,.3250,45.4,47.2,21.9,14.3,34.6,32.5,33,35.6,46.2,46.9,28.6,31.9,66.8,-14.7,2016
Western_Illinois,Sum,0.2916666666666667,100.6,107.3,.3242,49.3,50.1,18.2,15.2,25.5,27,32,42.4,46,46.4,37.8,39.1,67.7,-11.3,2016
Samford,SC,0.3548387096774194,102.1,108.8,.3241,50.1,51.4,19.6,20.9,29.4,32.5,44.7,42.9,51,48.9,31.9,37,68,-14.6,2016
San_Jose_St_,MWC,0.21428571428571427,97.2,103.6,.3231,46.8,49.6,19.2,17.2,27.1,29.7,38.5,47.5,48.2,47.9,29.8,35.4,69.7,-15.3,2016
Bowling_Green,MAC,0.4375,100.1,106.7,.3223,48.9,50.9,18.5,17.1,28.1,28.4,40.2,35.9,47.2,47.3,35.4,37.9,68.4,-11.7,2016
Radford,BSth,0.4827586206896552,102.9,109.8,.3211,50.2,51.3,19.3,17,34.4,30.1,29,34.3,49.5,51.6,34.4,33.8,65.9,-9.9,2016
Drexel,CAA,0.2,99.8,106.6,.3196,44.3,52.5,16.8,18.1,27.7,28.8,36.9,47.4,42.3,51.5,32.7,36.5,64.6,-16.2,2016
Cal_St__Northridge,BW,0.2857142857142857,100.0,106.9,.3190,46.7,51.7,19.4,18.9,27.6,31.3,42.1,36,47.1,47.8,30.2,39.7,70.4,-13.3,2016
Jackson_St_,SWAC,0.5294117647058824,95.2,101.7,.3183,45.7,45.5,17.8,20.7,32.3,28.4,30.4,48.1,45.4,44.6,30.8,31.5,67.3,-10.6,2016
Manhattan,MAAC,0.41935483870967744,99.5,106.3,.3170,50.1,52.2,20.5,22.6,23.5,32.5,39.8,46.8,47.6,52.9,36.1,33.7,67.9,-12.3,2016
Cal_St__Fullerton,BW,0.2857142857142857,102.2,109.4,.3159,46.4,50.7,19,16.4,29.7,29,43.7,39.7,44.4,48.1,33.3,36.6,68.6,-13.5,2016
Southern,SWAC,0.59375,100.0,107.0,.3142,48.5,47.9,16.3,19.6,28.1,31.2,38.1,39.9,47.6,47.7,33.8,32.2,68.6,-8,2016
Kennesaw_St_,ASun,0.3103448275862069,101.6,108.8,.3133,48.7,53.2,18.5,18,28.3,34.6,33.5,39,47.2,54,35.1,34.5,68.8,-12.8,2016
Portland_St_,BSky,0.3793103448275862,103.1,110.4,.3128,51.2,53.3,17.4,19.1,28.7,30.7,33.9,32.8,52.7,51.4,31.5,38.3,71.9,-13.8,2016
Miami_OH,MAC,0.375,97.6,104.5,.3125,45.3,51.2,18.5,20.8,27.9,31.2,36.1,38.6,44.8,49.2,30.8,35.9,64.4,-13.2,2016
Air_Force,MWC,0.4,99.1,106.3,.3087,48,51.8,18.8,19.4,24.3,28.1,39.6,37.2,47,51.3,33.4,34.9,67,-10.7,2016
Lipscomb,ASun,0.3225806451612903,102.4,110.0,.3048,51.5,52.9,18.6,17.7,26.9,30.2,34.7,35.8,50.5,51.1,35.2,37,73,-15.8,2016
Norfolk_St_,MEAC,0.46875,104.5,112.8,.2934,48.7,50.2,17.7,19.1,32.2,34.3,41.5,41.9,46.7,46.1,34.7,38,67.5,-10.8,2016
Jacksonville,ASun,0.42857142857142855,101.3,109.4,.2915,49.7,53.6,15.4,17.4,27,26.1,31.4,33.5,45,52.7,38.9,36.6,70.4,-11.6,2016
UMKC,WAC,0.32142857142857145,102.7,111.0,.2907,48.8,50.3,19.4,17.2,32.7,31.2,35.3,44.1,45.5,48.9,36.8,35.1,66.2,-12.8,2016
Arkansas_St_,SB,0.3103448275862069,100.1,108.3,.2886,45.8,47.1,18,14.9,28,31.2,40.1,38,45.1,43.5,31.5,35.6,72.4,-13.8,2016
South_Alabama,SB,0.3870967741935484,96.0,104.0,.2847,46.1,48.4,20.6,18,30.5,32.5,38.3,38.7,45.1,48.4,31.9,32.2,69.7,-12.4,2016
Drake,MVC,0.2,103.7,112.5,.2829,50.7,51.9,20.5,14.6,25.5,27.8,33.6,30.5,47.2,49.6,38.2,37.7,65.4,-16.7,2016
Northern_Kentucky,Horz,0.25,100.3,108.9,.2806,50.3,50.2,19.7,16.1,26.5,29.4,31.2,42.6,48.6,47.9,35.3,36.8,67.2,-13.9,2016
Penn,Ivy,0.37037037037037035,99.3,108.0,.2753,49,49.8,19.4,16.7,27.9,30.5,31.9,33.5,51.3,48.7,30.4,34.8,67.7,-10.7,2016
San_Diego,WCC,0.27586206896551724,93.8,102.1,.2735,45.2,50,20.6,17.4,26,28.8,33.9,42.1,46.1,48.1,29.2,36.2,66.1,-13.4,2016
Colgate,Pat,0.41379310344827586,103.4,112.7,.2720,52.5,53.2,18.4,19.4,26.6,30.6,29.9,41.8,50.3,51.4,37,37.5,64.8,-12.1,2016
Hampton,MEAC,0.6451612903225806,99.3,108.3,.2688,46.7,48.6,18.7,16.7,34.5,27.2,41.3,35.7,47.3,47.5,30.5,33.8,71,-6.1,2016
Eastern_Illinois,OVC,0.39285714285714285,100.3,109.4,.2686,49.9,51.4,18,19.5,26.8,34.7,34.4,40.5,48.8,52,34.4,33.5,66.9,-12.2,2016
Mount_St__Mary_s,NEC,0.42424242424242425,93.0,101.7,.2638,45.8,50.2,17.2,24.6,25.3,33.7,30.6,40.4,44.8,50.1,31.7,33.7,68.8,-13.7,2016
Brown,Ivy,0.25925925925925924,101.9,111.4,.2637,50.2,50.8,18.8,16,25.6,31.3,36.9,36.4,47.8,48.5,35.9,36.6,70.7,-13.9,2016
Troy,SB,0.27586206896551724,98.5,107.8,.2620,45.7,51.1,16.7,17.8,29.4,31.5,37.2,35.8,44.8,49.5,31.5,36,68.5,-15.1,2016
Delaware,CAA,0.23333333333333334,101.2,110.8,.2615,45.3,51.8,17.7,13.5,29.6,28,42.2,31.9,43.7,51.4,32.5,34.8,67.2,-15.1,2016
Idaho_St_,BSky,0.4827586206896552,99.4,108.8,.2612,50.1,51.7,18.3,17.4,24.7,28.4,38.5,35.4,48,52.2,35.7,34,70.1,-10.7,2016
Rutgers,B10,0.1935483870967742,98.3,107.6,.2603,45.8,52,18.9,16.1,25.3,35.9,34.5,29.7,44.9,49.9,32.2,37.4,70.4,-13.9,2016
Appalachian_St_,SB,0.2903225806451613,101.7,111.5,.2560,47.2,51.2,21,15.9,33,32.3,39.1,39.8,43.1,48.8,35.6,38.6,70.4,-15,2016
Holy_Cross,Pat,0.42857142857142855,98.0,107.6,.2525,47.9,53.2,16.8,19.6,23.1,29.6,36.1,33.4,47.2,52.8,32.6,35.7,63.6,-14.3,2016
Loyola_MD,Pat,0.3,101.9,112.0,.2517,47.7,52,18.9,17,31.4,30.6,38.4,40.9,48.7,50.2,30.4,37.2,67.1,-16,2016
Stetson,ASun,0.26666666666666666,104.2,114.6,.2510,51.2,54.5,16.8,15.7,25.2,32.9,33.8,30.8,49.4,54.7,36.2,35.9,70.5,-16.5,2016
South_Carolina_St_,MEAC,0.53125,103.0,113.5,.2470,49.8,50.7,17,17.5,29.1,31.4,34.8,38.7,49.6,49.9,33.6,34.6,67.6,-9.4,2016
Utah_Valley,WAC,0.3333333333333333,100.3,110.5,.2468,48.6,49.9,17.4,16.6,22.9,31,34.5,37.7,46.3,50.3,34.6,32.6,74.4,-12.1,2016
Rice,CUSA,0.3333333333333333,105.4,116.5,.2412,51.2,56.2,17.9,18.4,26.7,32.2,41.5,36.7,53.4,52.7,31.9,41.8,69.8,-14.7,2016
North_Texas,CUSA,0.3333333333333333,101.5,112.3,.2383,49.3,53.3,19.5,17.2,30.3,31.2,44.1,42.5,49.8,52.7,32.2,36.2,69.8,-14.5,2016
Cornell,Ivy,0.3333333333333333,98.4,108.9,.2376,48.7,51.5,17.9,19.8,22.4,36.1,32.3,35.8,47,49.7,34.1,36.4,72.4,-11.4,2016
LIU_Brooklyn,NEC,0.5161290322580645,101.3,112.1,.2374,47.9,50.9,18.4,19.7,32.2,31.1,41.4,38,49.5,48.8,29.7,37,72.1,-12.4,2016
Incarnate_Word,Slnd,0.56,100.7,111.6,.2363,49.9,52.9,17.8,18.2,22.5,28.8,35.5,38.1,44.7,52.4,38.9,35.9,67.4,-6.2,2016
Sacramento_St_,BSky,0.41379310344827586,97.8,108.8,.2267,49.3,50.1,16.7,17.6,26.3,31.2,34.9,37.9,49.2,50.9,33.1,32.5,68.4,-12.7,2016
Youngstown_St_,Horz,0.3,102.7,114.3,.2265,49,53.6,15.6,15.7,22.7,33.8,29.8,32.5,45.5,54.5,37,34.6,72.3,-13.8,2016
Seattle,WAC,0.43333333333333335,95.0,105.8,.2243,47.5,49.1,23.1,18.9,32.5,31.3,36,34.9,44.7,47.7,35.5,33.9,65.8,-11,2016
Quinnipiac,MAAC,0.3,92.6,103.2,.2234,42.8,46.5,21.7,17.4,38.4,29.3,28,40.1,38.3,46.5,34.1,31,68.7,-16.5,2016
Fairleigh_Dickinson,NEC,0.53125,104.1,116.3,.2179,51.2,52.4,17.7,21,28.4,35.8,33.3,46.9,49.5,52.1,36.4,35.4,71.6,-9.7,2016
Jacksonville_St_,OVC,0.20689655172413793,97.7,109.6,.2100,46.6,52,16.3,18.6,27,34.1,30.9,42.6,43.2,53,34.5,33.3,65.1,-17.8,2016
Cleveland_St_,Horz,0.23333333333333334,91.3,102.5,.2089,44.8,51.6,21.8,19.9,29.4,31.7,30.9,46.6,43.4,50.7,32,35.5,63.9,-15.8,2016
Houston_Christian,Slnd,0.43333333333333335,101.3,113.8,.2070,50.5,50.9,21.1,16.7,29.6,31.9,44.9,36.7,49.3,49.1,35.5,36.3,70.2,-10.6,2016
Alabama_St_,SWAC,0.41379310344827586,99.1,111.4,.2052,45.8,51.2,17.2,18.3,31.4,30,31.7,45,43.6,51.6,33.3,33.7,68.9,-12.9,2016
Charleston_Southern,BSth,0.2222222222222222,98.9,111.5,.2026,50,54,17.9,16.1,24.7,26.9,27.4,37.7,49.4,52.6,33.8,37.4,68.3,-15.4,2016
St__Francis_PA,NEC,0.41379310344827586,100.6,113.8,.1953,48.3,50.8,18.5,16.4,31.5,30.8,38.5,29.9,45.3,52.3,35.8,32.1,66.1,-13.4,2016
Bethune_Cookman,MEAC,0.4,98.5,111.4,.1951,47.1,49.7,18.5,18,32,35.7,31,34.5,47.4,48.4,31.1,34.6,66.9,-13.7,2016
Liberty,BSth,0.3448275862068966,98.8,111.8,.1934,53.1,53,21.3,18.1,21,29.5,25.5,43.6,52,52.1,36.1,36.4,63,-13.9,2016
Campbell,BSth,0.3333333333333333,100.4,113.8,.1927,49.5,53.5,16.4,18.9,22,30.6,41.4,39.3,50.7,52.1,31.7,37.8,68.3,-15,2016
Florida_Atlantic,CUSA,0.22580645161290322,95.9,108.6,.1922,46.7,50,17.6,16.6,23.1,32.9,32.3,37.7,44.2,49,34.1,35.4,67.5,-17.1,2016
St__Francis_NY,NEC,0.45161290322580644,93.3,105.7,.1917,45.9,46.6,20.4,18.6,32.2,30.2,36.1,34.9,46.2,45.6,30.3,33.1,65.5,-13.6,2016
USC_Upstate,ASun,0.25,101.6,115.1,.1911,50.1,54.6,20.2,15.1,33.1,31.9,30.9,36.6,48.4,53.1,35.7,38.1,66.3,-16,2016
Morgan_St_,MEAC,0.26666666666666666,95.1,108.1,.1878,44,50.7,16.7,20.8,30.4,33.9,35.8,38.5,43.6,52.5,30.1,31.2,69.1,-17.3,2016
North_Carolina_Central,MEAC,0.3448275862068966,98.4,111.9,.1862,47.7,50,20.4,18.5,33.9,31.1,38.7,37.9,46.3,49.3,33.9,34,65.7,-15.5,2016
Sacred_Heart,NEC,0.4,99.1,112.9,.1828,48.4,51.1,20.2,18,33.4,32.4,38.7,39.4,49.2,49.6,31.1,35.9,71.3,-13.6,2016
Binghamton,AE,0.26666666666666666,90.2,102.8,.1814,44.1,49.6,20.7,18.2,25.3,28.5,36.2,34.4,45,49,28.4,33.7,65.6,-17.1,2016
SIU_Edwardsville,OVC,0.21428571428571427,95.7,109.3,.1784,44.8,51.8,19.7,17.6,32.4,29.3,36.9,43.9,44.4,50,30.4,37.2,66.3,-16.6,2016
Hartford,AE,0.28125,100.5,114.9,.1764,49.1,53.3,16.3,18.5,18.9,35.8,33.2,41.1,45.6,54,35.4,34.7,69.3,-17.5,2016
Longwood,BSth,0.23333333333333334,100.2,114.7,.1747,50.7,54.1,20.5,17.3,29.6,28.1,34.3,36.4,49.8,51.6,34.9,38.2,69.1,-18.5,2016
Marist,MAAC,0.23333333333333334,101.9,116.9,.1707,49.4,53.6,17.3,16.9,24.3,32,35.9,36.6,48.1,51.6,34.2,38.2,68,-18.6,2016
Southern_Miss,CUSA,0.25925925925925924,96.5,110.8,.1703,49.4,51.6,20.3,17.7,23.3,29.4,36.1,38.9,45.2,50.2,35.9,35.5,63.1,-15.8,2016
Alcorn_St_,SWAC,0.4642857142857143,97.8,112.3,.1700,45.6,51,21.1,17.3,34.8,31.9,38.4,39.7,45.3,48.6,30.8,37,65.6,-11.3,2016
Alabama_A_M,SWAC,0.35714285714285715,99.4,114.3,.1680,46.6,50.5,17.6,17,31.6,31.7,38.4,39.5,49,51.7,28.4,32.1,65.3,-14.9,2016
Lafayette,Pat,0.2,100.1,115.0,.1673,50.5,52.9,18.2,16.7,22.3,32.9,31.6,35.1,47.9,52.5,36.5,35.7,69.6,-19.2,2016
Maryland_Eastern_Shore,MEAC,0.2903225806451613,98.7,113.5,.1670,49.2,53,23,18.8,31.4,29.7,37.3,49.5,49.5,53,32.4,35.3,67.4,-15.4,2016
VMI,SC,0.2222222222222222,97.1,111.7,.1661,47.1,53,18.5,18.7,26.3,34,27,41.4,45.7,51.2,32.5,37.4,68.4,-15.9,2016
Niagara,MAAC,0.21875,93.9,108.1,.1652,44.9,49,21.1,16.9,32.8,31.3,34,35.5,46.2,46.4,28.2,35.7,65.9,-19.2,2016
Robert_Morris,NEC,0.3125,91.6,105.5,.1635,46.6,49.4,20.4,22,26.1,34.7,35.5,32.9,49.6,48.9,27.6,33.5,68.2,-17.2,2016
UMass_Lowell,AE,0.35714285714285715,100.3,115.8,.1610,53.6,54.5,21.3,19.2,25.1,32.9,33.2,38.4,53.2,53.9,36.2,37.1,72.8,-13.1,2016
Abilene_Christian,Slnd,0.3333333333333333,97.3,112.5,.1584,50.5,54.6,19.2,19.2,24.5,27.6,40.3,46.5,48.4,54.2,36.3,36.9,67.4,-14.3,2016
Northern_Colorado,BSky,0.27586206896551724,102.1,118.4,.1551,50.7,55.9,19.9,17.7,29.2,29.8,43.4,48.4,48.8,54.4,36.4,38.8,68.7,-15.9,2016
The_Citadel,SC,0.2413793103448276,102.0,118.3,.1536,48.8,57.6,16.9,19.3,26.7,35.8,31.1,44.4,50.1,59.8,31.7,35.2,81,-17.7,2016
Southeastern_Louisiana,Slnd,0.3225806451612903,97.2,112.9,.1519,51.1,52.1,21.5,19.1,29.4,33.6,37,41.9,49.1,49.5,36.5,37.5,68.1,-15.7,2016
American,Pat,0.3870967741935484,92.5,107.7,.1473,49,51.6,22.1,19.2,23.5,30.2,31.7,40.1,47.7,53.7,34.1,31.1,61.3,-13.8,2016
New_Orleans,Slnd,0.25925925925925924,96.4,112.7,.1431,45.1,52.9,19.7,21.4,34.8,33.5,43.2,43,43.8,51.5,32.5,37,71.8,-16.3,2016
Coppin_St_,MEAC,0.2413793103448276,96.4,112.7,.1431,44.2,52.8,17.7,18.1,30.7,34.8,37.2,43.1,40.6,51.8,33.4,36.7,70.2,-16.1,2016
Nicholls_St_,Slnd,0.25806451612903225,92.3,108.0,.1411,47.1,50.8,22,18.2,25,34.5,40.4,39.7,47.7,49.3,30.9,35.9,68.9,-16.6,2016
Northwestern_St_,Slnd,0.20833333333333334,101.8,119.2,.1399,50.2,55.1,19.5,18.6,27.3,38.6,35.2,36.1,49.5,54.8,34.3,37.1,73.3,-14.3,2016
Howard,MEAC,0.3333333333333333,93.6,109.6,.1392,43.6,49.2,20.3,18.9,32.6,35.8,48.5,36.6,43.4,48.6,29.5,33.5,70.6,-16,2016
Bradley,MVC,0.12903225806451613,87.0,102.0,.1381,43,49.7,25.4,17,24.9,26.7,38.3,52.2,43.9,48.7,27.7,34.5,67.2,-17.7,2016
McNeese_St_,Slnd,0.2692307692307692,98.2,115.3,.1359,46.7,52.3,17.7,16.1,28.1,33,36.2,37.7,44.9,50.8,33.2,37.3,68.3,-14,2016
Central_Arkansas,Slnd,0.25,100.8,118.6,.1329,49.9,53.8,19.7,15.8,31.3,29.8,41.9,38.7,47.4,51.5,37.2,38.7,72,-15.8,2016
Savannah_St_,MEAC,0.4666666666666667,87.8,103.5,.1317,45.1,49.5,21.9,22.2,25.8,30.8,39.8,41,44.2,48.6,31.1,34.2,66.2,-11.1,2016
Presbyterian,BSth,0.2857142857142857,93.9,110.7,.1309,47.3,52.5,21,19,26,31.4,34.8,38.8,47.7,53.3,30.8,34.2,67.5,-15.6,2016
Illinois_Chicago,Horz,0.10714285714285714,90.5,106.8,.1304,41.5,49.3,21.1,15.7,31.9,30.7,43.2,39.6,40.3,46.6,30.4,36.4,71.3,-19.5,2016
Lamar,Slnd,0.2692307692307692,96.4,114.0,.1260,47.4,52,20.5,19.4,33.4,31.9,42.6,46.6,46.7,51.4,32.6,35.6,71.9,-15.8,2016
UMBC,AE,0.21875,99.7,118.1,.1251,50.1,56.6,17.4,19.4,24.9,28.9,42.2,38.8,50.4,56.4,33.1,38,69.2,-20.4,2016
Southeast_Missouri_St_,OVC,0.1111111111111111,92.1,109.8,.1168,44.1,54,19.8,18.5,28.5,29.6,35.7,31.9,44.6,55.3,28.8,34.7,71,-19.1,2016
UTSA,CUSA,0.13333333333333333,97.9,116.9,.1159,47,59,18.1,17.2,26,27.8,37.4,46.2,46.5,57.2,32.1,41.3,72.2,-20.3,2016
North_Carolina_A_T,MEAC,0.3225806451612903,96.3,115.1,.1144,45.8,51.3,19.5,18.2,29.8,31.5,37,48.5,44.8,51.7,31.8,33.8,67.8,-16.7,2016
